Date,Country,Area,Activity,Injury,Fatal,Species
1993-06-30,Brazil,Pernambuco,Swimming,FATAL,Y,
1993-07-07,Usa,Florida,Playing,Right knee bitten,N,
1993-07-30,South Africa,Eastern Cape Province,Surfing,Puncture wounds on chest,N,White Shark
1993-08-12,Usa,California,Free diving for abalone (ascending),Severe bites to head & shoulder,N,White Shark
1993-08-14,Australia,Western Australia,Fishing,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,White Shark
1993-08-15,Usa,North Carolina,Riding floatation device,Severe lacerations to abdomen & thighs,N,Bull Shark
1993-08-15,Usa,California,Watching the shark feeding on a dead pinniped,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,N,White Shark
1993-08-19,Usa,Florida,Surfing,Right foot bitten,N,
1993-08-19,Usa,Hawaii,"Surfing, paddling seawards",Abrasions & board bitten,N,
1993-08-21,Bahamas,Walkers Cay,Spearfishing,Leg bitten,N,Blacktip Shark
1993-09-03,Spain,Costa Blanca,Swimming,"Thigh bitten, toes of left foot severed",N,
1993-09-09,Usa,Florida,,Left foot bitten,N,
1993-09-14,Usa,Florida,Wading,Left foot bitten,N,
1993-09-16,El Salvador,La Libertad,Surfing,"FATAL, arms & legs bitten, then drowned ",Y,
1993-09-16,El Salvador,La Libertad,Surfing,Left leg gashed,N,White Shark
1993-09-26,South Africa,Western Cape Province,Spearfishing,Calf lacerated,N,White Shark
1993-09-30,Somalia,Banaadir Region,Swimming,FATAL,Y,
1993-10-10,Usa,California,Kayaking,"No Injury, Kayak holed",N,White Shark
1993-10-26,Usa,Florida,Swimming,Thigh & hand lacerated,N,Bull Shark
1993-10-30,Usa,California,Surfing,Serious injury to left leg,N,White Shark
1993-11-12,Usa,Hawaii,"Surfing, paddling shorewards",Left leg severely bitten,N,
1993-11-21,Australia,Western Australia,Hookah diving,FATAL,Y,Tiger Shark
1993-11-28,Usa,Florida,Swimming,"""Minor cuts to left leg""",N,
1994-01-03,South Africa,Kwazulu-Natal,Swimming ,Foot bitten,N,
1994-01-09,Australia,Queensland,"Swimming, after falling off towed kneeboard",Hamstring bitten,N,
1994-01-12,Australia,Western Australia,Fishing,"No injury to occupants, shark bit anchor and ladder",N,White Shark
1994-01-30,South Africa,Eastern Cape Province,Windsurfing,Calf bitten,N,
1994-01-31,Usa,Hawaii,Surfing,FATAL,Y,Tiger Shark
1994-01-31,Brazil,Pernambuco,Swimming,Right leg bitten,N,
1994-02-12,South Africa,Eastern Cape Province,Surfing,Leg bitten ,N,White Shark
1994-02-13,Usa,Hawaii,Fishing,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,
1994-02-19,Usa,Florida,Surfing,Left foot bitten,N,
1994-02-27,South Africa,Western Cape Province,Spearfishing,Swim fin bitten,N,
1994-03-01,Brazil,Pernambuco,Surfing,Leg bitten,N,
1994-03-07,Usa,California,Removing shark from tank in nightclub ,Arm lacerated by captive shark PROVOKED INCIDENT,N,Lemon Shark
1994-03-23,Chile,,Swimming alongside NOAA research vessel Discoverer,Thigh bitten,N,White Shark
1994-03-23,Chile,,Swimming alongside NOAA research vessel Discoverer,Leg severed mid-thigh,N,White Shark
1994-04-02,South Africa,Western Cape Province,Spearfishing,FATAL  ,Y,White Shark
1994-04-03,Usa,Florida,Freediving for seashells,Left shoulder lacerated,N,
1994-04-06,Bahamas,,Wading,Lower right  leg bitten,N,
1994-04-15,Reunion,Saint-Joseph,,FATAL,Y,Bull Shark
1994-05-15,Usa,Florida,Surfing,Right knee lacerated,N,
1994-05-23,Usa,Florida,Wading,Gash on ankle,N,
1994-05-24,Usa,Florida,Wading,Lower left calf & ankle  lacerated,N,
1994-05-28,Usa,Florida,Spearfishing,Shoulder bitten,N,
1994-05-31,Usa,Florida,Surfing,Right foot lacerated,N,Spinner Shark
1994-05-31,Usa,Florida,Surfing,Foot lacerated,N,
1994-06-24,Bahamas,Grand Bahama Island,Spearfishing,Forearm severely bitten,N,
1994-07-08,Brazil,Pernambuco,Surfing,Survived,N,
1994-07-08,Usa,Florida,Surfing,Right calf lacerated,N,Small Shark
1994-07-09,Brazil,Pernambuco,Swimming,FATAL,Y,
1994-07-09,South Africa,Eastern Cape Province,Surfing,Buttock & leg bitten,N,White Shark
1994-07-09,South Africa,Eastern Cape Province,Surfing,"FATAL, leg severed ",Y,White Shark
1994-07-09,Reunion,Saint-Denis,Windsurfing,FATAL,Y,Bull Shark
1994-07-24,Brazil,Pernambuco,Surfing,Left foot severed,N,
1994-08-22,Japan,Kagoshima Prefecture,,Survived,N,
1994-09-05,Usa,Hawaii,Jumped off rocks into white water,Left calf bitten,N,Small Shark
1994-09-11,Usa,Florida,Adrift on refugee raft,FATAL,Y,
1994-09-21,Usa,Oregon,Surfing,"No injury, surfboard bitten",N,White Shark
1994-09-26,Usa,South Carolina,Swimming,Right side of abdomen & left hand bitten,N,
1994-10-05,Usa,Florida,Surfing,Foot bitten,N,
1994-10-09,Usa,Florida,Wading,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,Sand Shark
1994-10-17,Brazil,Pernambuco,Surfing,Survived,N,
1994-10-18,Brazil,Pernambuco,Surfing,Survived,N,
1994-11-06,Usa,Hawaii,Surfing,"No injury, shark bit surfboard",N,
1994-11-13,Usa,Hawaii,"Surfing, paddling seawards",Right thigh & board bitten,N,
1994-11-25,South Africa,Western Cape Province,Spearfishing,No injury,N,Raggedtooth Shark
1994-12-01,Brazil,Pernambuco,Surfing,FATAL,Y,
1994-12-09,Usa,California,Commercial diver (submerged or treading water),"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,White Shark
1994-12-09,Australia,Queensland,Murder victim,Shark scavenged on his corpse,,
1994-12-11,Brazil,Pernambuco,Surfing,Right thigh bitten,N,
1994-12-13,Brazil,Pernambuco,Surfing,Survived,N,
1994-12-18,Usa,Hawaii,"Surfing, sitting on board","No injury, shark bit surfboard",N,
1994-12-30,South Africa,Western Cape Province,Body boarding,"No injury, board bitten",N,White Shark
1995-01-02,Brazil,Pernambuco,Surfing,Foot bitten,N,
1995-01-24,South Africa,Kwazulu-Natal,Swimming,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,Tiger Shark
1995-02-19,South Africa,Eastern Cape Province,Swimming,Lacerations to lower leg & foot,N,Raggedtooth Shark
1995-03-05,Brazil,Maranh�O,Swimming,FATAL,Y,
1995-03-11,Australia,South Australia,Surfing,Left arm lacerated,N,Whaler Shark
1995-03-21,Australia,New South Wales,Surf skiing,"No injury, knocked off board by shark",N,
1995-04-09,Japan,Aichi Prefecture,Scuba diving for bivalves,FATAL,Y,White Shark
1995-04-09,Australia,New South Wales,Diving,"No injury, shark took swimfin",N,Wobbegong Shark
1995-04-13,Usa,Florida,,Puncture wounds on right foot,N,
1995-05-12,South Korea,,Diving for abalone,Right leg severed FATAL,Y,
1995-05-24,Fiji,Yasawa Islands,Sleeping in anchored boat,"FATAL, hand & leg severely injured by shark that leapt into boat  ",Y,
1995-05-26,Usa,Florida,Surfing,Left foot bitten,N,Bull Shark
1995-05-31,Hong Kong,New Territories,Diving,"FATAL, right leg severed, left leg lacerated ",Y,
1995-06-02,Hong Kong,New Territories,Swimming,"FATAL, right thigh bitten, femur exposed  ",Y,
1995-06-13,Hong Kong,Clearwater Bay,Swimming,"FATAL, left  leg & forearm severed",Y,Tiger Shark
1995-06-14,Usa,Hawaii,Swimming,Puncture wounds & scratches to torso & left leg ,N,Tiger Shark
1995-06-16,Usa,Florida,Swimming,Leg bitten,N,
1995-06-17,Usa,South Carolina,Surfing,Foot bitten,N,
1995-06-17,Usa,Florida,Swimming,Right leg bitten,N,
1995-06-23,Usa,Georgia,Playing / jumping,Ankle bitten,N,
1995-06-24,Usa,California,Kayaking,Minor injuries,N,White Shark
1995-06-30,Usa,California,Scuba diving (ascending using scooter),"Forearm, abdomen & upper leg lacerated",N,White Shark
1995-07-03,Usa,Mississippi,Fishing,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N,Blacktip Shark
1995-07-06,Usa,Texas,Surfing,Foot bitten,N,
1995-07-07,Brazil,Pernambuco,Surfing,"Arm bitten, FATAL",Y,
1995-07-23,Usa,Florida,Body boarding,Foot bitten,N,
1995-07-24,Usa,South Carolina,Swimming,Right foot bitten,N,
1995-07-28,Usa,South Carolina,,Hand bitten (minor injury),N,
1995-07-28,Usa,Florida,Standing,2-inch laceration to lower right leg ,N,
1995-07-28,Usa,Florida,Surfing,Minor laceration on lower leg,N,
1995-07-28,Usa,Florida,Surfing,Left foot bitten,N,
1995-07-28,Usa,Florida,Surfing,Laceration to heel,N,
1995-08-01,Tonga,Vava�U,Fishing,Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch,,
1995-08-07,Usa,Florida,Body boarding,Multiple bites on right leg and knee,N,
1995-08-10,Usa,South Carolina,"""Riding waves on a board""",Left foot bitten,N,Blacktip Shark
1995-08-10,Usa,Florida,Surfing,Laceration to left heel,N,
1995-08-13,Usa,North Carolina,Swimming,Death resulted fom drowning; tiger shark bites were post-mortem,,
1995-08-15,Usa,Florida,Wading,Thigh lacerated,N,
1995-08-19,Tonga,Vava�U,Fishing,Upper left thigh avulsed  ,N,Small Shark
1995-08-21,Usa,North Carolina,Diving,No injury,N,
1995-08-22,Usa,North Carolina,Swimming ,Right foot bitten,N,
1995-08-22,Usa,Florida,Surfing,Bottom of left foot gashed,N,Small Shark
1995-08-25,Usa,North Carolina,Swimming,Left arm bitten,N,
1995-08-26,Usa,Florida,Surfing,4 puncture wounds on right pinky finger,N,Small Shark
1995-08-26,Usa,Florida,Surfing,Left elbow bitten,N,
1995-08-27,Brazil,Pernambuco,Surfing,Survived,N,
1995-08-31,Usa,South Carolina,On a float,Puncture wounds on ankle & leg,N,
1995-08-31,Usa,Florida,Surfing,Left hand & forearm bitten,N,
1995-09-03,Usa,North Carolina,Swimming,Laceration to lower leg,,
1995-09-03,Usa,California,Abalone diving using Hookah (resting on the surface),Lower leg bitten,N,White Shark
1995-09-11,Australia,Western Australia,Abalone diving using Hookah (near calving whales),"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,White Shark
1995-09-13,Usa,Florida,Scuba diving,"Presumed FATAL, body not recovered",Y,Bull Shark
1995-09-16,Reunion,Saint-Denis,Body-boarding,FATAL,Y,
1995-09-17,Usa,Florida,Swimming,Left elbow and bicep bitten,N,
1995-09-19,Usa,Florida,Surfing,Left arm & hand lacerated,N,
1995-09-28,Usa,California,Windsurfing,"Right foot bruised, board bitten",N,White Shark
1995-09-30,Usa,Florida,Surfing,4 punctures in left foot,N,
1995-09-30,Usa,Florida,Surfing,Leg & ankle bitten,N,
1995-10-01,Usa,Florida,Surfing,Right arm injured,N,
1995-10-11,Australia,Queensland,Playing / standing,Laceration to thigh,N,
1995-10-21,Usa,Florida,Surfing,Foot bitten,N,
1995-10-28,Usa,Florida,Boogie boarding,Lacerations to right foot,N,
1995-11-11,New Zealand,"Chatham Islands, East Of New  Zealand","Diving, gathering shellfish",Leg & chest lacerated,N,White Shark
1995-11-17,Australia,Queensland,,Survived,N,
1995-11-25,Northern Arabian Sea,,Fell off aircraft carrier,"Minor injuries, bites on fingers & toes. Rescued by Pakistani fishermen",N,
1996-01-10,Reunion,Saint-Paul,Surfing,FATAL,Y,Tiger Shark
1996-01-12,Australia,New South Wales,Chumming for sharks,"No injury to occupants; shark rammed, bit & sank boat ",N,Mako Shark
1996-01-16,Usa,Hawaii,Swimming with mask & snorkel,Lacerations to left foot & right shin,N,Tiger Shark
1996-01-22,Australia,Queensland,Swimming,Lacerations to left calf,N,Whaler Shark
1996-01-23,Usa,Florida,Wading,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,Nurse Shark
1996-02-04,Australia,New South Wales,Swimming,Ankles injured,N,Reef Shark
1996-02-05,Dominican Republic,12 Miles Off The North Coast,Boeing 757 enroute from Porta Plata plunged into the sea,"106 bodies were recovered, some had been bitten by sharks",Y,
1996-02-09,Papua New Guinea,Madang Province,Diving ,Leg severed FATAL,Y,
1996-02-09,Papua New Guinea,Madang Province,,Thigh,N,
1996-02-09,Papua New Guinea,Madang Province,,FATAL,Y,
1996-02-19,Usa,Missouri,Swimming in fish tank,5 punctures to hand from captive shark PROVOKED INCIDENT,N,Nurse Shark
1996-02-26,Australia,New South Wales,Dived naked into the water on a bet,Left leg & right testicle bitten,N,Whaler Shark
1996-03-05,Australia,Queensland,Swimming breast stoke,Left arm & leg lacerated,N,Tiger Shark
1996-04-07,Brazil,Pernambuco,Swimming,FATAL,Y,
1996-04-25,Australia,New South Wales,Swimming,Puncture wounds on upper left thigh ,N,Wobbegong Shark
1996-04-25,Australia,New South Wales,Swimming,Puncture wounds on leg ,N,Wobbegong Shark
1996-05-07,Usa,Florida,Surfing,Left foot & leg bitten,N,Spinner Shark
1996-05-10,South Korea,,Shell Diving,FATAL,Y,
1996-05-18,Usa,Florida,Surfing,Right foot & ankle bitten,N,
1996-05-24,Australia,New South Wales,Tech diving ,"FATAL, but shark involvement prior to death was not confirmed",Y,
1996-05-28,South Africa,Western Cape Province,Surfing,Leg bitten,N,White Shark
1996-06-04,South Africa,Kwazulu-Natal,Surfing,Survived,N,
1996-06-06,Australia,Victoria,Surfing,"No injury, board bitten",N,White Shark
1996-06-25,Usa,South Carolina,Body surfing,"Lacerations to left shin, heel & foot",N,
1996-07-04,Bahamas,Cat Cay,Diving,Left leg lacerated,N,
1996-07-04,Usa,Florida,Standing,Laceration on left foot,N,
1996-07-10,Usa,Florida,,Right foot bitten,N,
1996-07-20,Usa,Florida,Swimming,Laceration to right arm,N,
1996-07-21,Usa,Massachusetts,Swimming,Lacerations to left leg & right foot ,N,
1996-07-23,Okinawa,Miyako,Swimming,"FATAL, torso & abdomen bitten,  forearm severedL",Y,White Shark
1996-07-23,Egypt / Israel,"South Sinai, Gulf Of Aqaba",Free diving with a pod of dolphins,"Bitten on back, shoulder & chest",N,Whitetip Shark
1996-07-26,Usa,Florida,Standing,Survived,N,
1996-08-11,Usa,Florida,Wade fishing,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N,Hammerhead Shark
1996-08-13,Usa,California,Free diving for abalone,"Left shoulder, forearm, hand & abdomen lacerated",N,White Shark
1996-08-29,Usa,Hawaii,Body Boarding,Right calf bitten,N,Tiger Shark
1996-09-01,South Africa,Kwazulu-Natal,Spearfishing,No injury  PROVOKED INCIDENT,N,White Shark
1996-09-01,Usa,South Carolina,Boogie boarding,Minor injuries to foot,,
1996-09-02,Usa,Florida,Sitting on surfboard,Small lacerations on left foot,N,
1996-09-02,Usa,Florida,Standing,Right foot bitten,N,
1996-09-06,Usa,Florida,Surfing / Swimming,Small puncture wounds and lacerations on right leg just below knee,N,Young Shark
1996-09-06,New Zealand,Chatham Islands,Diving for abalone,"Back, arms & wrist severely lacerated",N,White Shark
1996-09-18,Usa,Florida,Swimming,4 or 5 lacerations on left ankle,N,
1996-10-03,Usa,California,Surfing,"No Injury, shark struck his board",N,White Shark
1996-10-03,Usa,Florida,Surfing,"4"" laceration on left forearm",N,
1996-10-05,Usa,California,Surfing,Lower leg bitten,N,White Shark
1996-10-09,Okinawa,Miyako Island,Swimming or snorkeling,FATAL,Y,
1996-10-28,Brazil,Pernambuco,Surfing,Survived,N,
1996-10-28,Brazil,Pernambuco,Surfing,Leg bitten,N,
1996-11-18,Usa,Florida,Surfing,Right foot bitten,N,
1996-11-29,Usa,California,Surfing,Single laceration on ankle & board bitten,N,White Shark
1996-12-10,South Africa,Eastern Cape Province,Surfing,Elbow bitten,N,White Shark
1997-01-01,Australia,Victoria,Watching seals,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N,White Shark
1997-01-03,Reunion,,Spearfishing,FATAL,Y,Bull Shark
1997-01-20,Australia,Western Australia,Windsurfing,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,Tiger Shark
1997-01-25,Australia,Queensland,Snorkeling,"Left leg lacerated, punctures to right leg",N,
1997-02-03,Australia,New South Wales,Rowing ,"Bruised, when shark struck scull & catapulted her into the water",N,
1997-02-20,Reunion,L'Etang-Sale,,Hand injured,N,
1997-02-28,Australia,Queensland,Swimming,Left leg biten,N,Small Shark
1997-02-28,Australia,Queensland,Scuba diving,Left arm bitten,N,Tiger Shark
1997-04-20,Brazil,Rio De Janeiro,Windsurfing,Lower left leg & ankle bitten,N,White Shark
1997-05-17,Bahamas,Abaco Islands,Spearfishing,Leg bitten,N,
1997-05-26,Bahamas,Abaco Islands,Spearfishing,Right arm bitten,N,Reef Shark
1997-05-31,Usa,Florida,Surfing,Left ankle bitten,N,Sand Shark
1997-05-31,Usa,Florida,Surfing,Left elbow bitten,N,Sand Shark
1997-05-31,Usa,Florida,Spearfishing,Right thigh punctured,N,
1997-06-02,Usa,Florida,"Body surfing, stood up on sandbar",4 lacerations above left ankle,N,Spinner Shark
1997-06-09,Usa,Florida,Surfing,Laceration to left upper arm,N,Spinner Shark
1997-06-15,Fiji,Taveuni,Snorkeling,"Bitten on inner thigh, leg surgically amputated",N,Tiger Shark
1997-06-24,Usa,Hawaii,Spearfishing / night diving,Leg bitten just above ankle,N,
1997-07-12,Okinawa,Miyako,Fishing for octopus,"FATAL, legs severed  ",Y,White Shark
1997-07-14,Usa,South Carolina,Standing,Left calf bitten,N,Blacktip Shark
1997-07-17,Brazil,Pernambuco,Surfing,Survived,N,
1997-07-21,South Africa,Eastern Cape Province,Surfing,FATAL,Y,White Shark
1997-07-27,Australia,Queensland,Surfing,Leg lacerated,N,
1997-08-02,Usa,Florida,Wading / Surfing,Top of left foot bitten,N,Juvenile Shark
1997-08-02,Usa,Florida,Body surfing,Top of left foot bitten,N,Juvenile Shark
1997-08-04,Usa,Florida,Wade-fishing,Left forearm & wrist bitten,N,
1997-08-05,Usa,Texas,Wading,Wrist & am bitten,N,
1997-08-09,Usa,Florida,Surfing,Lacerations to right foot,N,
1997-08-10,Usa,Florida,Boogie boarding,Lacerations to foot,N,
1997-08-11,Egypt,Red Sea,Fishing,FATAL,Y,Whitetip Shark
1997-08-11,Egypt,Red Sea,Fishing,Seriously injured,N,
1997-08-11,Usa,Florida,Floating on raft,Small lacerations on right lower leg,N,
1997-08-14,Mexico,Quintana Roo,SCUBA diving,"FATAL, arm & leg severed ",Y,Tiger Shark
1997-08-14,Mexico,Quintana Roo,SCUBA diving,FATAL,,
1997-08-24,Usa,California,Surfing (sitting on his board),Leg & hand bitten,N,White Shark
1997-08-27,Usa,Florida,Walking / surfing,"2"" laceration on left heel",N,
1997-08-30,Usa,Florida,Surfing,Lacerations on right ankle & heel,N,
1997-09-06,Usa,Florida,Surfing,Lacerations to lower left leg,N,
1997-09-08,Usa,Florida,Surfing,2 small lacerations to bottom of foot,N,Blacktip Shark
1997-09-09,Usa,Florida,Surfing,Laceration to right foot,N,
1997-09-16,Brazil,Pernambuco,Swimming,FATAL,Y,
1997-10-04,Usa,Florida,Swimming,Laceration & 3 puncture wounds to anterior right thigh,N,
